cmtid,author_username,model_name,product_name,rating_star,comment,submit_time
45316945783,mikefebriana,Perasan jeruk biasa,Perasan jeruk ipp plastik bening dx grosir - perasan jeruk tangan,5,,2025-05-30 16:02:16
45316945782,mikefebriana,"Plastik stainles,Isi 1 pcs",Panci susu stainless 16 cm - panci masak rebus air mie serbaguna murah,5,,2025-05-30 16:02:16
45316918185,wariardiansyah131,Termos ekonomis 8L,Termos Capucino 6L dan 8L - Rice Ice bucket ekomonis grosir,4,"Ukuran:pas. Desain:mungil. Kondisi:baik. Barang datang dg selamat , barang kecil mungil saya kira ukuran 8 besar ternyata kecil, tapi gak apalah yg penting gak cacat.",2025-05-30 16:00:02
45316823539,nursuciyati,TS vtr,Tempat surat segi panjang VTR tebal dx warna cerah,1,,2025-05-30 15:51:58
45316823538,nursuciyati,Gelas stand besar,gelas stand bunga plastik jumbo isi 8 dx tebal - tempat gelas bulat,1,,2025-05-30 15:51:58
45316823537,nursuciyati,Eskan fresia,Eskan fresia 3 liter plastik ceret minum bening motif bunga,1,,2025-05-30 15:51:58
45316823536,nursuciyati,Gentong tg,Celengan gentong plastik tanggung murah grosir,1,Saya pesan 4 yang datang 3. Kecewa banget,2025-05-30 15:51:58
45316778854,eelwywfizs,50bj kecil,Isi 50 pcs Korek api gas kecil SNI murah - korek grosir murah berkualitas,5,,2025-05-30 15:48:10
45316770086,d*****9,Rak segi Flower,Rak Mini segi susun 3 Flower - Rak bumbu kosmetik serbaguna,5,,2025-05-30 15:47:26
45316768494,n5iwv3rs31,Payung anak,Payung anak karkter murah diameter 64 cm - Payung anak grosir,1,"Kecewa bgt sumpah mana saya udah ngasih lebih ke  kurir'y,,,, pas di buka payung rusak yang saya dapet,,,,,  amanah dong kalau jualan,,,, jangan ngecewain pembeli kalau mau berkah toko'y",2025-05-30 15:47:17
45316730378,windindimaharani,"TS. Kicik 5L HITAM,Isi 1 pcs",Tong sampah segi kicik hitam 5 liter kecil persegi plastik tebal,5,,2025-05-30 15:44:04
45316697280,41ykuxqvf_,1pak lilin cakra,(1pak) lilin cakra besar panjang 15 cm per pak 8 bj - Lilin putih grosir,5,,2025-05-30 15:41:17
45316675601,gesimalang,12Bj jasmine besar,(12bj) Cetakan bunga jasmine plastik 7 cm kukus puding bolu per lusin,5,,2025-05-30 15:39:26
45316646129,siti.sunarni,1pak lilin cakra,(1pak) lilin cakra besar panjang 15 cm per pak 8 bj - Lilin putih grosir,5,"Ukuran:pas sesuai diskripsi. Desain:sederhana. Kualitas:bagus. Paket sdh diterima dng aman, sesuai dekrepsi pengiriman depan tk amanah",2025-05-30 15:36:59
45316640440,fariqohrania,Kotak T-KTK 500ML,kotak bumbu kecil 350 ml 500 ml T-KTK plastik - Kotak mini serbaguna transparant,4,,2025-05-30 15:36:30
45316524662,sadeperabot,12bj ctkn mawar Bsr,"(12bj) Cetakan bolu puding jelly mawar 6,5 cm grosir",5,,2025-05-30 15:26:40
45316514313,dfymiho0yd,"Tempat kue oval WKP,Isi 6 pcs",(Isi 6pcs) Tempat kue oval + tutup wkp serbaguna bahan plastik grosir,5,,2025-05-30 15:25:48
45316506064,d*****e,Piring seng besar,Piring makan seng jadul 22 cm kualitas import bahan enamel kembang cat halus tebal - pirng seng murah grosir,5,"Pengiriman ke jakarta lumayan lama.. Pas di buka ada 2 piring yang sompel dan 1 piring yang noda kuning, udah di tes cuci tapi  noda kuning ga hilang, fix noda karatan.. Belinya emang lagi flash sale sih, tpi ya masa di kasihnya barang sompel dan karat, walaupun cuma 1 tapi nyesek juga. Mana nunggunya lumayan lama :(",2025-05-30 15:25:06
45316482089,niewey,Galon pikko,botol air minum pikko jumbo model galon BPA FREE 1 Liter,5,,2025-05-30 15:23:04
45316482088,niewey,Jebakan tikus,Alat jebak tikus - perangkap jepretan tikus praktis grosir,5,,2025-05-30 15:23:04
45316482086,niewey,Sikat botol kawat,Sikat botol kawat morena bulet panjang murah per 1 biji,5,,2025-05-30 15:23:04
45316482084,niewey,1BJ ABC AA BESAR,(1 pcs) baterai battery ABC AA biru batrai jam remot mainan murah dengan harga grosir,5,,2025-05-30 15:23:04
45316482082,niewey,Tempat sabn SOS,Tempat sabun LS + sikat gigi plastik - tempat sabun sos tempel tembok,5,,2025-05-30 15:23:04
45316441885,risarustini,Tempat sendok moly,Tempat sendok alat tulis gandeng moly coklat grosir,5,,2025-05-30 15:19:40
45316439671,tedi.maulana087,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,5,,2025-05-30 15:19:29
45316439670,tedi.maulana087,"Hitam putih,SMP",Kaos kaki anak skolah hitam putih dan hitam saja semua ukuran,5,,2025-05-30 15:19:29
45316439668,tedi.maulana087,Gelas Stand Coklat,Gelas stand dudukan gelas oval capucino isi 6 gelas plastik,5,,2025-05-30 15:19:29
45316439666,tedi.maulana087,1bks peniti swan,(1bks) peniti swan putih bagus semua ukuran grosir,5,,2025-05-30 15:19:29
45316429889,lulukasmunilulukasmuni,1pak lilin cakra,(1pak) lilin cakra besar panjang 15 cm per pak 8 bj - Lilin putih grosir,5,,2025-05-30 15:18:39
45316429887,lulukasmunilulukasmuni,12bj ctakn Melati,(12bj) cetakan puding jelly bunga melati kukus plastik warna dx rainbow,5,,2025-05-30 15:18:39
45316429883,lulukasmunilulukasmuni,12Bj jasmine kecil,(12bj) Cetakan bunga jasmine plastik 7 cm kukus puding bolu per lusin,5,,2025-05-30 15:18:39
45316429881,lulukasmunilulukasmuni,Sutil mini,Sotel sutil kue mini gagang kayu murah grosir,5,,2025-05-30 15:18:39
45316429879,lulukasmunilulukasmuni,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,,2025-05-30 15:18:39
45316393481,ermayunita221,Basi segi brokoli,Basi prasmanan segi brokoli capucino plus tutup grosir,5,,2025-05-30 15:15:40
45316390320,martonozurentcity,Ts engsel kerang,Tempat sabun engsel kerang plastik coklat capucino,5,,2025-05-30 15:15:23
45316381240,l*****2,Nampan 4/7 DX,Nampan dalam 4/7 Dx VTR ukuran 36x27x7 cm plastik serbaguna,5,,2025-05-30 15:14:39
45316361518,ivaecoot89,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,5,,2025-05-30 15:13:02
45316297680,eaj_vpi0ib,Eskn cklat indoprima,Eskan muk tutup mini coklat gambar motif plastik,1,,2025-05-30 15:07:51
45316297679,eaj_vpi0ib,Sutil TY,Sutil gagang kayu TY - sepatula penggorengan murah,1,,2025-05-30 15:07:51
45316297677,eaj_vpi0ib,Gayung abu,Gayung mandi jumbo plastik abu abu tebal grosir mustika,1,saya pesen 4 barang malah dikirim 3 barang GA TELITI BANGET,2025-05-30 15:07:51
45316280099,yathie2104,Gelas Stand Coklat,Gelas stand dudukan gelas oval capucino isi 6 gelas plastik,5,,2025-05-30 15:06:22
45316255563,kintannn,Payung anak,Payung anak karkter murah diameter 64 cm - Payung anak grosir,5,,2025-05-30 15:04:20
45316250152,iendahericha,"Basi oval keyyen,Isi 12 pcs",(Isi 12pcs) Basi prasmanan oval Keyyen + centong bahan plastik warna tebal grosir,3,,2025-05-30 15:03:54
45316223900,cahyoriki,"Tusuk sate kambing,Ekonomis",Tusuk sate cap kambing - Tusuk sate berkulitas grosir,5,,2025-05-30 15:01:48
45316064153,yunidaniati,Payung anak,Payung anak karkter murah diameter 64 cm - Payung anak grosir,5,,2025-05-30 14:48:40
45316062171,holik485,K kancing SS Kecil,Kotak kancing kecil mur baut suryaplast ukuran 10x9x4 cm grosir,4,,2025-05-30 14:48:31
45315995242,srigustinisetiawan,Termos eknomis 6L,Termos Capucino 6L dan 8L - Rice Ice bucket ekomonis grosir,4,,2025-05-30 14:42:56
45315978640,r*****5,12bj ctakn Melati,(12bj) cetakan puding jelly bunga melati kukus plastik warna dx rainbow,5,Bagus.cantik.sesuai pesanan.terima kasih....,2025-05-30 14:41:31
45315958946,nurdiyanah45,Sutil tevlon,Sutil tevlon silkon calypso gagang kayu kualitas premium,5,"Desain:sutil garis"",. Tekstur:rapi dan bagus. Kualitas Bahan:slikon",2025-05-30 14:39:51
45315958944,nurdiyanah45,12bj_solet besar,(12pcs) Solet jumbo smile plastik serbaguna tebal - solet kue murah,5,Ukuran:solid jombo. Ketebalan:tebal. Warna:warna warni,2025-05-30 14:39:51
45315958939,nurdiyanah45,"Sendok bulet kecil,Isi 12 pcs",12bj erus nikel mini calypso s-047 stainless - sendok serbaguna,5,Desain:minimalis. Ukuran:mini seperti sendok. Ketebalan:sedang,2025-05-30 14:39:51
45315947316,ilfichipyfatati,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,4,,2025-05-30 14:38:52
45315936735,oims7lavm8,Mangkok sambal tutup,Mangko sambal bakso tutup panda star plus sendok bulat oval plastik,5,,2025-05-30 14:37:59
45315936730,oims7lavm8,1bj Lap_warna acak,(1 pcs) Lap serbet warna dapur kotak kotak tebal ukuran besar 51x51 cm - grosir lap termurah,5,,2025-05-30 14:37:59
45315936728,oims7lavm8,Jempel panci,jempel panci kain lemek tahan panas - pengangan kain murah berkualitas,5,,2025-05-30 14:37:59
45315907413,friscayunia,Tempat bumbu amanda,Tempat bumbu dapur isi 4 plastik amanda plus sendok,5,,2025-05-30 14:35:27
45315907409,friscayunia,GLS lovina coklat,Eskan muk tutup lovina ttm bublgum plastik,5,,2025-05-30 14:35:27
45315907404,friscayunia,Citra No.3,Nampan citra plastik segi no 3 - nampan serbaguna murah,5,,2025-05-30 14:35:27
45315907399,friscayunia,Jempel panci,jempel panci kain lemek tahan panas - pengangan kain murah berkualitas,5,,2025-05-30 14:35:26
45315907393,friscayunia,12bj_ttp gelas biasa,(12 pcs) Tutup gelas biasa bahan plastik murah grosir berkualitas,5,,2025-05-30 14:35:26
45315878836,d_khumayra,Rak hobit oval,Rak dapur susun 3 capucino hobbit coklat - rak serbaguna rak make up,4,,2025-05-30 14:33:00
45315833951,golipx75,Box party Large,Box segi capucino party + pegangan tutup rapat - box hajatan,5,,2025-05-30 14:29:13
45315818322,akirwulansariii,"Tempat kue bulat wkp,Isi 3 pcs",(Isi 6pcs) Tempat kue tutup bulat wkp plastik higinis dan berkualitas,5,,2025-05-30 14:27:53
45315758397,a6lz0y3uwh,24bks peniti putih,(24bks) Peniti putih rentengan semua ukuran murah grosir,5,,2025-05-30 14:22:49
45315701747,je41pi215v,Rak segi Flower,Rak Mini segi susun 3 Flower - Rak bumbu kosmetik serbaguna,5,,2025-05-30 14:18:03
45315689518,wiwinwindayani757,Gelas bir plastik,Cangkir gelas minum plastik gmc gelas bir gagang grosir,5,,2025-05-30 14:16:59
45315628864,61lt3g9ady,Irus jagung kecil,erus Irus motif jagung kecil kuah sayur sendok sayutr satinless steel murah berkualitas,4,,2025-05-30 14:11:47
45315614118,amiesaidah,Meme club tinggi,Botol saos kecap memeclub tinggi 400 ml plastik grosir,5,Desain:oke. Warna:orange. Kualitas:bagus. Beli 2 yg 1 buat saos yg satu buat kecap.... Sangat membantu agar kecap dn saos tdk kececeran..... Trma kasih...,2025-05-30 14:10:32
45315419950,m*****l,Nampan atlantis,Nampan atlantis plastik hidangan - nampang serbaguna murah berkualitas,5,Mantap pesanan sudah sampai dengan baik dan benar . Terimakasih seller dan shopee semoga selalu amanah,2025-05-30 13:53:54
45315419948,m*****l,Cangkir sawah,(1pcs) Cangkir gelas plastik sawah AJ06 murah - cangkir serbaguna berkualitas,5,Mantap pesanan sudah sampai dengan baik dan benar . Terimakasih seller dan shopee semoga selalu amanah,2025-05-30 13:53:54
45315383105,sumiariati22,"Piring seng lurik,22cm Besar",Piring seng enamel lurik ukuran 22 cm besar tebal merk TB,5,,2025-05-30 13:50:51
45315343818,h*****e,"Tempat kue bulat wkp,Isi 6 pcs",(Isi 6pcs) Tempat kue tutup bulat wkp plastik higinis dan berkualitas,5,,2025-05-30 13:47:26
45315318143,muti_triya,Payung anak,Payung anak karkter murah diameter 64 cm - Payung anak grosir,5,Warna:bagus. Ketahanan:lumayan good. Cocok untuk:di bawa aman. trima kasih anaku senang,2025-05-30 13:45:15
45315275456,renifatmawati921,12BJ KRJ SURAT SP,(Isi 12pcs) Keranjang surat segi panjang sp - Tempat sendok alat tulis kantor plastik grosir,5,,2025-05-30 13:41:38
45315252006,23ji0hcy3j,Srngan Mie plastik,Saringan mie jus sayur plastik diameter 13 cm - saringan serbaguna,1,,2025-05-30 13:39:40
45315177592,reynardrizky,1pk lilin panda,(1pak) lilin cakra besar panjang 15 cm per pak 8 bj - Lilin putih grosir,1,"Bukan nya untung mlah buntung, Bnyak yg hancur lebur",2025-05-30 13:33:21
45315141694,px9aci3w7r,Tempat sendok moly,Tempat sendok alat tulis gandeng moly coklat grosir,5,,2025-05-30 13:30:21
45315060519,evypuspitadewielvira,CORONG_9,Carat air ukuran 9 plastik corong minyak kecil serbaguna mini bahan plastik,5,,2025-05-30 13:23:26
45314998465,sespiasespia,"Rantang samyang,Warna",Rantang samyang plus samir warna grosir,5,,2025-05-30 13:18:12
45314998464,sespiasespia,Mangkok sambal tutup,Mangko sambal bakso tutup panda star plus sendok bulat oval plastik,5,,2025-05-30 13:18:12
45314998461,sespiasespia,Japiten cleaper,Japitan stainless cleper 19 cm serbaguna - Capit kue minyak gorengan grosir,5,,2025-05-30 13:18:12
45314998459,sespiasespia,1pak lilin cakra,(1pak) lilin cakra besar panjang 15 cm per pak 8 bj - Lilin putih grosir,5,,2025-05-30 13:18:12
45314998457,sespiasespia,Sutil TY,Sutil gagang kayu TY - sepatula penggorengan murah,5,,2025-05-30 13:18:12
45314957680,anantariaspngantin,24bks peniti putih,(24bks) Peniti putih rentengan semua ukuran murah grosir,5,Potensi Pasar:cocok utk di jual lg. Desain:menarik. Kualitas:bagus. Makasih seller pesanan sudah datang,2025-05-30 13:14:43
45314915953,dppp3_47xl,Tempat bumbu amanda,Tempat bumbu dapur isi 4 plastik amanda plus sendok,5,,2025-05-30 13:11:09
45314915952,dppp3_47xl,Rak horaz sudut,Rak plastik susun 3 horraz capucino - Rak kosmetik bumbu serbaguna,5,,2025-05-30 13:11:09
45314915948,dppp3_47xl,Kri sailormon,Keranjang mainan sabun kecil plus tentengan sailormon NC plastik tebal,5,,2025-05-30 13:11:09
45314915947,dppp3_47xl,Piring kudo,Piring makan bulat 2 warna kudo plastik grosir,5,,2025-05-30 13:11:09
45314915945,dppp3_47xl,Basi paprika bulat,Basi bulat prasmanan paprika plus tutup grosir,5,,2025-05-30 13:11:09
45314915944,dppp3_47xl,Sealpack 1500ML Wkp,Tepak sealpack toples bulat 1500ml serbaguna coklat plastik,5,,2025-05-30 13:11:09
45314915943,dppp3_47xl,12bj Sendok biasa,Sendok makan stainless berat 15 gram grosir per 1 lusin (12pcs),5,,2025-05-30 13:11:09
45314915942,dppp3_47xl,Tempat sendok wishan,Tempat sendok weishan plus tutup higenis dan praktis,5,,2025-05-30 13:11:09
45314915939,dppp3_47xl,Sutil stainles gajah,Sutil stainless terusan tanggung cap gajah - sutil buntu murah,5,,2025-05-30 13:11:09
45314915935,dppp3_47xl,Asbak stainless,Asbak bulet stainless serbaguna ukuran 11 cm x 2 cm Murah grosir berkualitas,5,,2025-05-30 13:11:09
45314915933,dppp3_47xl,Gayung abu,Gayung mandi jumbo plastik abu abu tebal grosir mustika,5,,2025-05-30 13:11:09
45314915932,dppp3_47xl,Irus jagung kecil,erus Irus motif jagung kecil kuah sayur sendok sayutr satinless steel murah berkualitas,5,,2025-05-30 13:11:09
45314915931,dppp3_47xl,Jempel panci,jempel panci kain lemek tahan panas - pengangan kain murah berkualitas,5,,2025-05-30 13:11:09
45314915930,dppp3_47xl,Meme club tinggi,Botol saos kecap memeclub tinggi 400 ml plastik grosir,5,,2025-05-30 13:11:09
45314915929,dppp3_47xl,"Plastik stainles,Isi 1 pcs",Panci susu stainless 16 cm - panci masak rebus air mie serbaguna murah,5,,2025-05-30 13:11:09
45314900292,r*****g,12BJ KRJ SURAT SP,(Isi 12pcs) Keranjang surat segi panjang sp - Tempat sendok alat tulis kantor plastik grosir,5,,2025-05-30 13:09:52
45314900290,r*****g,Jepit_Citra,jepit jemuran citra plastik - jepitan baju pakaian per pack,5,,2025-05-30 13:09:52
45314900289,r*****g,Hanger briliant,Hanger kawat briliant dewasa per 10 pcs panjang 35 cm anti karat,5,,2025-05-30 13:09:52
45314898726,syam_22,Lusinan jaring_8D,(12pcs) Gosok jaring jala hijau cuci piring 8D grosir termurah,5,,2025-05-30 13:09:44
45314882504,dewikusumawardani_13,Oil jug SALLY 2L,Oil Jug tempat minyak sally 2 Liter plastik + Tutup,5,,2025-05-30 13:08:22
45314753074,i0tovvkue2,Keset sumbu kecil,Keset sumbu kecil tebal - keset kain serbaguna grosir,5,,2025-05-30 12:57:36
45314753072,i0tovvkue2,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,,2025-05-30 12:57:36
45314711151,nofalieya34,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,5,,2025-05-30 12:54:01
45314638691,6arg1cuiuv,Buku tabungan,Bukut tabungan murah isi 12 halaman warna warni grosir,5,,2025-05-30 12:47:45
45314638689,6arg1cuiuv,12BJ Waskom berlin,(isi 12pcs) Waskom berkatan hajatan berlin - bak besek grosir,5,,2025-05-30 12:47:45
45314638687,6arg1cuiuv,1bj Lap_warna acak,(1 pcs) Lap serbet warna dapur kotak kotak tebal ukuran besar 51x51 cm - grosir lap termurah,5,,2025-05-30 12:47:45
45314614611,nisak31,Lem G Btl kurus,Lem g Kore asli original botol kurus ada barcode rekat kuat garansi 10 bulan,5,,2025-05-30 12:45:42
45314595752,o*****5,12bj_candypelangi,12bj centong makan nasi kh rainbow plastik tebal warna cerah dx,5,Ok banget pokoknya,2025-05-30 12:44:06
45314588787,sumyati118,Erus DoLL,Erus kuah stainless doll - centong sayur bulet grosir,5,,2025-05-30 12:43:30
45314577950,misbaharo99,50bj kecil,Isi 50 pcs Korek api gas kecil SNI murah - korek grosir murah berkualitas,5,,2025-05-30 12:42:35
45314527812,dinda_shop24,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,,2025-05-30 12:38:24
45314468480,yux4_50f5m,12BJ KRJ SURAT SP,(Isi 12pcs) Keranjang surat segi panjang sp - Tempat sendok alat tulis kantor plastik grosir,5,,2025-05-30 12:33:30
45314455517,sriwigati214,12Bj jasmine besar,(12bj) Cetakan bunga jasmine plastik 7 cm kukus puding bolu per lusin,5,,2025-05-30 12:32:28
45314450641,shinta1234dewi,Kapstok jempol_6,kapstok baju stainless 6 kait - gantungan baju stainless muran,5,,2025-05-30 12:32:04
45314449807,sudarmiati938,Oil jug SALLY 2L,Oil Jug tempat minyak sally 2 Liter plastik + Tutup,5,,2025-05-30 12:31:59
45314445102,rosyida_fany,Kapstok jempol_6,kapstok baju stainless 6 kait - gantungan baju stainless muran,5,,2025-05-30 12:31:36
45314419156,5oh7r9juov,1pak cotenbud bunga,(12pak) Cotten bud - cotton bud motif bunga halus dan lembut grosir,4,,2025-05-30 12:29:21
45314419155,5oh7r9juov,Jepit_Abg,Jepit baju pakaian laundry clip ABG jepitan jemuran per 20 pcs termurah,4,,2025-05-30 12:29:21
45314352884,kt4rdptqw5,Tempat bumbu amanda,Tempat bumbu dapur isi 4 plastik amanda plus sendok,5,,2025-05-30 12:23:42
45314352883,kt4rdptqw5,Gelas ukur pipih,Gelas ukur/takar air gula tebung oval 650 ml by LS plastik grosir,5,,2025-05-30 12:23:42
45314352882,kt4rdptqw5,Meme club pendek,Botol saos kecap meme club pendek 200 ml plastik - botol saos murah,5,Alhamdulillah aman mksih,2025-05-30 12:23:42
45314323506,ibunurussalamah,Tempat sabn SOS,Tempat sabun LS + sikat gigi plastik - tempat sabun sos tempel tembok,5,,2025-05-30 12:21:12
45314193131,aprilliaanggi,Termos ekonomis 8L,Termos Capucino 6L dan 8L - Rice Ice bucket ekomonis grosir,4,,2025-05-30 12:11:32
45314174622,umc5do742r,50bj kotakk,(50pcs) korek api kotak SNI mirip tokai murah grosir,5,,2025-05-30 12:10:13
45314126094,titikgiantsalon,"Tempat kue segi WKP,Isi 6 pcs",(Isi 6pcs) Tempat kue + tutup segi WKP serbaguna higinis Grosir,5,"Alhamdulillah bgs bgt pas sesuai harapan, ap lgi di kasih 1 warna jadi lbh bgs gk warna warni jadi nya makasih tokonya amanah",2025-05-30 12:06:55
45314047167,henigustin,12BJ KRJ SURAT SP,(Isi 12pcs) Keranjang surat segi panjang sp - Tempat sendok alat tulis kantor plastik grosir,5,,2025-05-30 12:01:36
45314017132,kristiinainttan,Tepak ompreng coklat,tepak kotak makan plastik 850 ml ompreng warna dengan 2 ruang murah berkuliatas,3,Kotak makannya pecah 1,2025-05-30 11:59:32
45313989186,idarahmawati781,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,Warna:cerah. Kualitas Bahan:bagus. Durabilitas:menarik,2025-05-30 11:57:39
45313979246,akbarkhoirul009,Mangkok 065A MCR,"Mangkok sup kuah bakso camel 6,5 plastik tebal mengkilap",5,,2025-05-30 11:57:02
45313748444,yudhi007,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,5,Desain:bagus,2025-05-30 11:52:45
45313544079,muti_3570,Rak lovina Gold,Rak plastik serbaguna susun 3 lovina warna gold,4,,2025-05-30 11:50:24
45312726710,nunungfatah,Waskom puding kecil,Cetakan jelly puding bulet 16 cm plastik KH serbaguna,5,,2025-05-30 11:43:04
45312617452,yunirahmawati787,12Bj jasmine kecil,(12bj) Cetakan bunga jasmine plastik 7 cm kukus puding bolu per lusin,5,,2025-05-30 11:41:56
45311815682,budiriyanto866,Mangkok sambal tutup,Mangko sambal bakso tutup panda star plus sendok bulat oval plastik,5,,2025-05-30 11:34:39
45311796542,erintasibat,12BJ Ctkn LOVE,(12pcs) Cetakan roti kukus bentuk love rege cerah plastik dx,5,,2025-05-30 11:34:28
45311605893,desykuslia,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,,2025-05-30 11:32:29
45311030645,dahliaila925,Sealpack 1500ML Wkp,Tepak sealpack toples bulat 1500ml serbaguna coklat plastik,5,Ketebalan:ok. Desain:bagus. Kondisi Barang:mulus. Alhamdulillah paket sudah sampai pengiriman cepat makasih ya,2025-05-30 11:27:08
45310682170,mp72fvs6bq,12Bj jasmine besar,(12bj) Cetakan bunga jasmine plastik 7 cm kukus puding bolu per lusin,5,,2025-05-30 11:23:57
45310578015,arifinrafliramadhan,Jebakan tikus,Alat jebak tikus - perangkap jepretan tikus praktis grosir,5,,2025-05-30 11:22:58
45310578011,arifinrafliramadhan,12bj Lap_warna,(12 pcs) lap serbet dapur warna warni besar tebal kotak kotak 51x51 cm - grosir lap dapur warna,5,,2025-05-30 11:22:58
45310576639,ardiladwi425,T.S. MICYKO,Tempat sendok alat tulis omicko plastik grosir,1,,2025-05-30 11:22:57
45310576621,ardiladwi425,"Ts BATIK dx,Isi 6 pcs",(Isi 6pcs) Tempat sendok surat aksesoris motif batik plastik grosir,5,,2025-05-30 11:22:57
45310494790,hamimah96,Buku tabungan,Bukut tabungan murah isi 12 halaman warna warni grosir,5,Fungsi:baik. Konten:baik. Penampilan:bagus. Mohon maaf fto tidak sesuai karna udah di ambil costumer,2025-05-30 11:22:16
45310442647,unayahsm194,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,4,,2025-05-30 11:21:49
45310293248,srimudjirahayu878,"Piring seng lurik,22cm Besar",Piring seng enamel lurik ukuran 22 cm besar tebal merk TB,5,Beli yg ke 2 lah kok cacat barangnya,2025-05-30 11:20:20
45310239975,yuyunyunengsih209,Sealpack 1500ML Wkp,Tepak sealpack toples bulat 1500ml serbaguna coklat plastik,5,,2025-05-30 11:19:46
45309793294,bintangbirgie,12bj_candypelangi,12bj centong makan nasi kh rainbow plastik tebal warna cerah dx,5,,2025-05-30 11:15:52
45309793289,bintangbirgie,Gelas bir plastik,Cangkir gelas minum plastik gmc gelas bir gagang grosir,5,,2025-05-30 11:15:52
45309793283,bintangbirgie,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,Bagussss,2025-05-30 11:15:52
45309688745,qr590tflrt,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,4,,2025-05-30 11:14:58
45309623223,r*****n,12bj_solet besar,(12pcs) Solet jumbo smile plastik serbaguna tebal - solet kue murah,5,,2025-05-30 11:14:27
45309623216,r*****n,1bj_cucing mini,(1pcs) Cetakan kue cucing mini plastik 4 cm DX - Cetakan puding mangkok kecil serbaguna,5,,2025-05-30 11:14:27
45309623208,r*****n,12bj_Mahkota,(12pcs) Tutup gelas mahkota plastik murah berkualitas,5,,2025-05-30 11:14:27
45309306483,herlinalina730,Termos eagle no4,Rice ice bucket - Termos nasi eagle no4 no6 no8 free centong dan saringan,4,,2025-05-30 11:11:32
45309280251,avriliatribakti,K kancing Panjang SS,"kotak kancing panjang 20,5 cm lebar 4- 9 tinggi 4 cm - Tempat alat tulis serbaguna Suryaplast tebal",5,,2025-05-30 11:11:19
45309226288,d*****2,"Basi shell,Isi 6 pcs",(isi 6pcs) Basi segi shell free centong - Basi prasmanan - Basi sovenir grosir,5,,2025-05-30 11:10:51
45309226286,d*****2,"Basi segi zamrud,Isi 6 pcs",(Isi 6pcs) Basi tutup prasmanan oval oscar + centong capucino grosir isi 6 pcs,5,,2025-05-30 11:10:51
45309226284,d*****2,Kardus saftey,Tambahan packing kardus paket tambahan agar safety,5,,2025-05-30 11:10:51
45309185435,l*****i,Tepak ompreng bening,Tepak makan - Lunch box bening transparant NS - Tepak bekal plastik,5,"Barang nya bagus, sesuai dengan foto .. pengiriman cepat dan ramah direspon dengan sangat baik. terimakasih. sesuai harapan ,next order lagii ☺️☺️☺️",2025-05-30 11:10:28
45309185426,l*****i,"Botol 1500ml,Surya.plast",Botol minum air sehat 1500ML surya plast botol sovenir grosir,5,"Barang nya bagus, sesuai dengan foto .. pengiriman cepat dan ramah direspon dengan sangat baik. terimakasih. sesuai harapan ,next order lagii ☺️☺️☺️",2025-05-30 11:10:28
45309125034,sittyde83,Rak lovina Gold,Rak plastik serbaguna susun 3 lovina warna gold,5,,2025-05-30 11:09:49
45309125026,sittyde83,Saringan 808,Saringan teh plastik 808 diameter 9 cm pacific dx serbaguna,5,,2025-05-30 11:09:49
45309125018,sittyde83,panda star ns01,Nampan plastik segi panda star no1 dx - nampan kue lapis 23x18x4 cm plastik,5,,2025-05-30 11:09:49
45308908260,9plw2pwxca,Tusuk sate ekonomis,Tusuk sate cap kambing ekonomis halus berkulitas grosir,5,,2025-05-30 11:07:58
45308561589,anysuprapty,12bj solet kecil,(12pcs) Solet pelet kue plastik Nice spatula murah serbaguna grosir,5,,2025-05-30 11:04:37
45307639330,a739msmyi9,Kotak sabun Angel,Kotak sabun angel KH shoft tebal plastik murah grosir,5,,2025-05-30 10:56:11
45307174873,arissusilo51,"TS. Kicik 5L HITAM,Isi 3 pcs",Tong sampah segi kicik hitam 5 liter kecil persegi plastik tebal,5,,2025-05-30 10:51:53
45307125440,bundasiti89,1bj_Solet Besar,Solet jumbo smile plastik serbaguna - solet pelet murah per 1 pcs,5,,2025-05-30 10:51:25
45307068120,s4_535pzy2,Hngr benmore coklat,Hanger anak plastik benmore 1 pak isi 6pcs grosir,5,,2025-05-30 10:50:52
45306832355,alinenia,"Saringan teh pacific,Ukuran 15",Saringan teh pacific dx ukr 15 ukr 12 ukr 10 cm plastik warna cerah,3,,2025-05-30 10:48:39
